parent_asin,title,main_category,price,average_rating,rating_number
B07BSVLHYD,"Fintie Slimshell Case for 6"" Kindle Paperwhite 2012-2017 (Model No. EY21 & DP75SDI) - Lightweight Protective Cover with Auto Sleep/Wake (Not Fit Paperwhite 10th & 11th Gen), Black",Amazon Devices,14.99,4.6,11706
B0BHZ1GDVT,"Amazon Basics USB 2.0 Extension Cable - A-Male to A-Female Adapter Cord - 3.3 Feet (1 Meters) , Printer",Computers,,4.7,81790
B07RBBN3X3,"IBENZER Compatible with Old Version MacBook Air 13 Inch Case (2010-2017 Release). Models: A1466 / A1369, Plastic Hard Shell Case with Keyboard Cover for Mac Air 13, New York, MA13-NYC+1",Computers,14.99,4.5,20065
B0BBDQRTWY,"Verbatim Slimline Wired Keyboard USB Plug-and-Play Numeric Keypad Adjustable Tilt Legs Corded Full-Size Computer Keyboard Compatible with PC, Laptop - Frustration Free Packaging Black 99201",Computers,10.0,4.4,8126
B09YQD3K5Q,ZOSION 6 ft Cat 8 Ethernet Cable Flat Black High Speed 2000MHz 40Gbps Gigabit Internet Network Cord RJ45 Connector with Gold Plated SFTP Patch LAN Cable for Router Modem Gaming Xbox,Computers,4.79,4.7,11190
B0BBL13L33,"TEAMGROUP MP34 4TB with DRAM SLC Cache 3D NAND TLC NVMe 1.3 PCIe Gen3x4 M.2 2280 Internal SSD (Read/Write Speed up to 3,500/2,900 MB/s) Compatible with Laptop & PC Desktop TM8FP4004T0C101",Computers,189.99,4.6,3662
B07ZDXHZ6J,Corsair Vengeance Performance Memory Kit 32GB DDR4 2666MHz CL18 Unbuffered SODIMM (2x16GB),Computers,74.99,4.8,18120
B006C1IL6G,"Rokinon FE8M-NEX 8mm f/3.5 Fisheye Lens for Sony E-Mount Cameras (NEX and VG10), Black",Camera & Photo,200.17,4.4,929
B01N1K0KZF,"ULAK iPod Touch 7 Case,iPod Touch 6 & 5 Case, Clear Slim Hybrid Bumper TPU/Scratch Resistant Hard PC Back/Corner Shock Absorption Case for Apple iPod Touch 5th 6th 7th Generation, Black",Cell Phones & Accessories,8.49,4.6,934
B0BLB4SMVQ,Motorola Edge | 2022 | 2-Day Battery | Unlocked | Made for US 8/256GB | 50MP Camera | Mineral Gray,Cell Phones & Accessories,349.99,4.1,158
B09CDNM3VW,"OMOTON Tablet Stand Holder Adjustable, T1 Desktop Aluminum Tablet Dock Cradle Compatible with iPad Air/Mini, iPad 10.2/9.7, iPad Pro 11/12.9, Samsung Tab and More, Gold",Computers,19.99,4.8,21526
B0002GV876,"C2G 40019 Optical to Coaxial Digital Audio Converter, TAA Compliant, Black",Home Audio & Theater,25.95,4.2,487
B0BXZ4D1C2,"GE Pro 3-Outlet Power Strip with Surge Protection, 8 Ft Designer Braided Extension Cord, Grounded, Flat Plug, 250 Joules, Warranty, UL Listed, Gray/White, 38433",All Electronics,12.17,4.8,143891
B00KYKYLZQ,"1byone 60 Miles Digital Outdoor Roof HDTV Antenna with Motorized 360° Rotation, VHF/UHF, Infrared Remote Control and 50ft High Performance Coaxial Cable",Home Audio & Theater,,3.8,471
B0051NKT84,OP/TECH USA 1801021 Cam Strap - QD (Black) & 1301082 Mini QD Loops - 1.5mm - System Connectors,Camera & Photo,19.78,4.6,5
B00BSYCZZ0,C. Crane CC Pocket AM FM and NOAA Weather Radio with Clock and Sleep Timer,All Electronics,69.99,4.4,2385
B0C2XMC1TT,"GE Personal Security Window and Door Alarm, 2 Pack, DIY Protection, Burglar Alert, Wireless Chime/Alarm, Easy Installation, Ideal for Home, Garage, Apartment and More, 45115",Camera & Photo,11.36,4.5,12971
B08TJ3JC8Y,"ECHOGEAR Rotating Outlet Surge Protector 2 Pack with 8 Outlets, Flat Plug, Long Cord, & Mounting Holes - Power Strip with Heavy Duty Surge Supression Plus Built-in Cable Management - Black",All Electronics,49.99,4.8,4307
B00NH13YHK,Amazon Basics Apple Certified Lightning to USB Cable - 6 Feet (1.8 Meters) - White,Cell Phones & Accessories,,4.2,3450
B00IF0JAIU,"NETGEAR C3000-100NAS N300 (8x4) WiFi DOCSIS 3.0 Cable Modem Router (C3000) Certified for Xfinity from Comcast, Spectrum, Cox, Cablevision & More",Computers,139.38,4.1,4428
B0BR9SP7QW,"COCOCKA USB 3.0 SD Card Reader, USB C Flash Memory Card Reader, Camera SD Card Adapter Converter for SDXC SDHC SD MMC TF RS- MMC Micro SDCard and UHS-I Cards Windows Smartphone Computer Laptop",Computers,11.99,4.5,18069
B0B8SQVM51,"CableCreation 12FT Digital Optical Audio Cable, Toslink Cable Male to Male Digital Optical Cable with Gold-Plated Connector for Home Theater, Sound Bar, VD/CD Player,Blu-ray Players &More",All Electronics,11.99,4.6,9764
B0089W5NKI,"StarTech.com 60 ft. (18.3 m) VGA to VGA Cable - HD15 Male to HD15 Male - Coaxial High Resolution - VGA Monitor Cable (MXT101MMHQ60) , Black",All Electronics,32.2,4.6,1456
B0BGGR6K4M,"Kootek Laptop Cooling Pad 12""-17"" Cooler Pad Chill Mat 5 Quiet Fans LED Lights and 2 USB 2.0 Ports Adjustable Mounts Laptop Stand Height Angle, Red",Computers,22.99,4.4,10930
B07BNWZQRM,Celestron – SkyMaster 25X100 Binocular – Outdoor and Astronomy Binoculars – Powerful 25x Magnification – Giant Aperture for Long Distance Viewing – Multi-coated Optics – Carrying Case Included,Camera & Photo,345.95,4.4,3693
B07C5WBKWF,"IBRA Orange HDMI-22ft-UHD HDMI 2.0(4K@60Hz) Ready-18Gbps-28AWG Braided Cord-Gold Plated Connectors-Ethernet,Audio Return-Video 4K 2160p,HD1080p,3D,Compatible with Xbox Playstation PS3 PS4 PC Apple TV",All Electronics,,4.6,6846
B01H14SFRM,"HOLSEM 12 Outlets Surge Protector Power Strip with 3 Smart USB Charging Ports (5V/3.1A) and 6' Heavy Duty Extension Cord, White",All Electronics,,4.7,845
B00GWC2S3M,"StarTech.com 6in SATA to Left Angle SATA Serial ATA Cable - 6in SATA Cable - left angle SATA Cable - angled SATA Cable, Red (SATA6LA1)",All Electronics,4.95,4.7,5562
B081H6S2WG,"UGREEN Micro USB Cable, 6FT High Speed Fast Charging USB Cable, Nylon Braided Durable Android Phone Charger Cord, Compatible with Samsung Galaxy S7 S6 Note LG V10 Tablet PS4 MP3",Cell Phones & Accessories,9.99,4.6,27927
B082T7HDGT,"Amazon Basics ABS USB-A to Lightning Cable, MFi Certified Charger Cord for Apple iPhone 14 13 12 11 X Xs Pro, Pro Max, Plus, iPad, 10,000 Bend Lifespan - White, 3-Ft",Cell Phones & Accessories,10.13,4.6,21090
B0B2LMCJRL,"Cat 8 Ethernet Cable 5 ft Shielded, Indoor&Outdoor, Heavy Duty High Speed Direct Burial 26AWG Cat8 Network Wire, 40Gbps 2000Mhz SFTP Patch Cord, In Wall&Weatherproof RJ45 Cable for Router/Modem/Xbox",Computers,8.99,4.7,20093
B09MJ7VYJ6,MillSO Headphone Splitter for Computer CTIA 3.5mm TRRS Female to Dual TRS Male Mic Audio Jack Y Adapter Headset Splitter Cable for PC Laptop to Gaming Headset - 8inch/20cm,All Electronics,6.99,4.5,8182
B00H0BXIHY,WD My Cloud EX4 12 TB: Pre-configured Network Attached Storage featuring WD Red Drives,Computers,799.0,3.3,348
B09W4DTMQX,LED Bluetooth Mouse for Laptop iPad MacBook pro Wireless Mouse for Laptop MacBook Air Mac Chromebook,All Electronics,14.98,4.3,20119
B06XSX2DYR,iPearl mCover Hard Shell Case with FREE keyboard cover for Model A1278 13-inch Regular display Aluminum Unibody MacBook Pro - AQUA,Computers,9.99,4.6,6966
B013UJAZY8,Belker 12W Universal 3V 4.5V 5V 6V 7.5V 9V 12V AC DC Adapter Power Supply for Household Electronics Router Speaker Smart Phone Tablet CCTV IP Camera - 1A 1000mA Amp Max.,All Electronics,13.9,4.3,7031
B09P5HMNDF,C2G Wiremold CDB50 Overfloor Cord Protector 50-Feet Brown,Home Audio & Theater,,4.3,15672
B07YQY1TKZ,"Monoprice Cat6 Ethernet Patch Cable - 2 Feet - Green | Network Internet Cord - RJ45, Stranded, 550Mhz, UTP, Pure Bare Copper Wire, 24AWG",Computers,4.6,4.5,4291
B07JMFQTC5,StarTech.com 2m (6ft) Long Black Apple 8-pin Lightning Connector to USB Cable for iPhone / iPod / iPad - Charge and Sync Cable (USBLT2MB),Computers,18.0,4.4,3256
B0033PRX4K,"Sony LCSCSQ Soft Carrying Case for Sony T, W, and N Series Digital Cameras (Black)",Camera & Photo,,4.5,557
B0BZLMCK51,"TP-Link 16 Port Gigabit Ethernet Network Switch, Desktop/ Wall-Mount, Fanless, Sturdy Metal w/ Shielded Ports, Traffic Optimization, Unmanaged, Limited Lifetime Protection (TL-SG116) Black",Computers,66.99,4.7,5429
B0B786PFYJ,"Altec Lansing Mini H2O - Waterproof Bluetooth Speaker, IP67 Certified & Floats in Water, Compact & Portable Speaker for Hiking, Camping, Pool, and Beach",Home Audio & Theater,25.35,4.4,15042
B008UHKTCY,"Tech Armor Apple iPad 4, 3 & 2 [NOT FOR NEW IPAD AIR] High Defintion (HD) Clear Screen Protectors -- Maximum Clarity and Touchscreen Accuracy [2-Pack]",Computers,,4.4,2174
B0BDMMJR8Y,"Skullcandy Jib Inear Headphones, Red, 2.4 Oz",All Beauty,,3.7,204
B07M7FTXM2,"A-Tech 8GB (2x4GB) DDR3 1066MHz PC3-8500 CL7 SODIMM 204-Pin Non-ECC SO-DIMM Laptop, Notebook RAM Memory Modules",Computers,30.91,4.7,11387
B00L6IUHXU,LensPen NLP-1CUP UltraPro Lens Cleaner (Silver),Camera & Photo,13.2,4.4,369
B082YB9888,"Amazon Basics ABS USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, Black, 1-Ft",Cell Phones & Accessories,9.47,4.6,66094
B07NL2S9QW,"MoKo Case Fit 2018/2017 iPad 9.7 6th/5th Generation - Slim Lightweight Smart Shell Stand Cover with Translucent Frosted Back Protector Fit Apple iPad 9.7 Inch 2018/2017, Black(Auto Wake/Sleep)",Computers,10.95,4.6,22196
B015ILEN80,Amazon Basics Circular Polarizer Camera Lens Filter - 67 mm,Camera & Photo,13.5,4.5,20088
B00PHRVHZS,Nikon D3200 24.2 MP CMOS Digital SLR Camera with 18-55mm and 55-200mm VR DX NIKKOR Dual Zoom Lens Bundle (Certified Refurbished),Camera & Photo,499.0,4.6,1924
B07YXQNSZ3,Rosewill 7-Feet Cat 6 Red Color Network Cable (RCW-589),Computers,,4.7,270
B08PHZL6PG,2-Pack JJC 40.5mm Front Lens Cap Cover with Deluxe Cap Keeper for Sony ZV1F ZV-1F ZVE1 ZV-E1 ZVE10 ZV-E10 A6000 A6100 A6300 A6400 A6500 A5100 A7C with Sony E PZ 16-50mm Kit Lens or FE 28-60mm Lens,Camera & Photo,7.99,4.5,5251
B00M5D1WH0,"Storacell SL9VTB by Powerpax SlimLine 9V Battery Caddy, Black, Holds 4 Batteries",Tools & Home Improvement,5.95,4.8,1226
B00WUIEZUQ,"Neewer LCD Timer Shutter Release Remote Control for Canon 700D/T5i, 650D/T4i, 550D/T2i, 500D/T1i, 350D/XT, 400D/XTi, 1000D/XS, 450D/XSi, 60D, 100D, and Pentax",Camera & Photo,30.99,4.5,1466
B01H5T2V9G,Benro Aluminum 4 Series Flip-Lock Video Monopod Kit w/ 3-Foot Articulating Base and S6 Video Head (A48FDS6),Camera & Photo,229.0,4.4,418
B0BSTN9SNQ,"BENFEI DisplayPort to DVI Adapter, Dp Display Port to DVI Converter Male to Male Gold-Plated Cord 6 Feet Black Cable for Lenovo, Dell, HP and Other Brand",Computers,8.99,4.6,16949
B0B6J78QZP,"Basesailor USB C to USB C 100W Cable 10FT with USB A Adapter,Fast Charging PD Charger Cord Samsung Galaxy Z Flip Fold 3 4,S9 S10 S10E S23 S20 S21 S22,Note 10 20,A21 A22 A23,A31 A32 A33,A42,A51 A52 A53",All Electronics,7.99,4.6,6258
B0BYSPL9JF,"BUSOHE Cat6 Ethernet Cable 75 FT White, Cat-6 Flat RJ45 Computer Internet LAN Network Ethernet Patch Cable Cord, Faster Than Cat5e/Cat5, RJ45 LAN Wire with Clips for Router, Modem - 75 Feet",Computers,16.99,4.6,952
B077TDPVB6,"PlugLug - 3.5mm 8 FT Premium Auxiliary Audio Cable (Grey) - Male to Female for Headphones, iPods, iPhones, iPads, Home/Car Stereos and More",All Electronics,,4.1,163
B081D9XHPK,"Twisted Veins HDMI 90 Degree, 3-Pack, Right Angle Adapters/Connectors",All Electronics,4.33,4.5,1548
B0C2ZMJW53,"Acer Aspire 3 A314-23P-R3QA Slim Laptop | 14.0"" Full HD IPS Display | AMD Ryzen 5 7520U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 512GB NVMe SSD | Wi-Fi 6 | Windows 11 Home,Silver",Computers,439.99,4.5,35925
B0BYDKWZQY,"Warrky 4K DisplayPort to HDMI Cable Adapter 15FT, [Aluminum Shell, Nylon Braided] High Speed (1440P 60Hz, 1080P 120Hz) Uni-Directional DP to HDMI Cord Compatible for Dell, HP, Samsung, More",Computers,22.99,4.6,19542
B07PMFD12W,Mediabridge Cat6 Ethernet Patch Cable (5 Feet) - Soft Flex Tab - RJ45 Computer Networking Cord - Black - (Part# 32-699-05B),Computers,,4.7,2635
B09JRV9PP4,Meta Portal - Smart Video Calling for the Home with 10” Touch Screen Display - White,Computers,128.99,4.5,17730
B0998X1F7G,"Vansuny 5 Pack 32GB Flash Drive Metal Waterproof USB Drive USB 2.0 High Speed Memory Stick, Portable Thumb Drive for PC/Tablets/Mac/Laptop",Computers,15.99,4.5,2999
B00FJG5T4W,Cute USB Mini 2-Port USB 2.0 Hub Splitter (Black),Computers,,3.8,430
B07C44Y1HV,Foto&Tech Wired Remote Shutter Release Control Compatible with Nikon MC-DC2 for Nikon D610,Camera & Photo,12.99,4.0,10
B0BYNS7TPQ,"1000BASE-T SFP to RJ45 Copper Ethernet Module, Gigabit SFP-T Transceiver for Cisco SFP-GE-T, Meraki, Fortinet, Ubiquiti UniFi UF-RJ45-1G, D-Link, Supermicro, Netgear, TP-Link and More, Pack of 4",Computers,64.0,4.7,1124
B01ARN28SQ,"Retekess V115 Digital Radio AM FM, Portable Shortwave Radios, Rechargeable Radio Digital Tuner and Presets, Support Micro SD and AUX Record, Bass Speaker",All Electronics,22.99,4.2,7206
B08ZDF3WT3,"Monoprice 121822 24k Gold Plated Speaker Banana Plugs, Closed Screw Type (20 Pairs)",All Electronics,51.76,4.3,16805
B077QGS9C6,"Rii i8+ Mini Bluetooth Keyboard with Touchpad＆QWERTY Keyboard, Backlit Portable Wireless Keyboard for Smartphones laptop/PC/Tablets/Windows/Mac/TV/Xbox/PS3/Raspberry Pi.Green",Computers,25.99,4.2,5524
B07RRR68H6,Apple Thunderbolt Cable (2.0 m),Apple Products,38.99,4.6,5277
B07H4HXW14,"MOSISO Laptop Sleeve Compatible with MacBook Air 11, 11.6-12.3 inch Acer Chromebook R11/HP Stream/Samsung/ASUS/Surface Pro X/7/6/5/4/3, Neoprene Bag with Small Case, Wine Red",Computers,12.99,4.6,42362
B07DDJYBSW,"Cablelera Power Cord Extension and Splitter NEMA 5-15P to NEMA 5-15R x 2 16 AWG 13A 125V 14"" 8 Pack (ZPK037SI-08) black",All Electronics,28.08,4.8,257
B004B8VCJU,SteelSeries Siberia v2 Full-Size Gaming Headset (White),All Electronics,98.98,4.2,3792
B0912R5H3L,"UpNorth Sandbags - Qty of 20 - Empty Woven Polypropylene Sand Bags w/Ties, w/UV Protection; size: 14"" x 26"", color: White",Tools & Home Improvement,14.99,4.5,3184
B07RTYW3MZ,"Apple Magic Mouse: Wireless, Bluetooth, Rechargeable. Works with Mac or iPad; Multi-Touch Surface - White",Apple Products,79.0,4.7,16319
B07L412K4Q,"Amazon Basics Double Nylon Braided USB A Cable with Lightning Connector, Premium Collection, MFi Certified Apple iPhone Charger, 3 Foot, 2 Pack, Silver",Cell Phones & Accessories,27.54,4.6,22933
B019H0RHE0,StarTech.com SATA to LP4 Power Cable Adapter with 2 Additional LP4 - Power adapter - 4 pin internal power (F) to SATA power (M) - 5.9 in - black - LP4SATAFM2L,All Electronics,8.78,4.6,2206
B00CRB9CK4,Synology DiskStation 2-Bay (Diskless) Network Attached Storage (DS213j),Computers,,3.9,481
B08F6GPRH6,"Blink Whole Home Bundle | Video Doorbell System, Outdoor camera, and Mini camera | HD video, motion detection, Works with Alexa",Amazon Devices,219.96,4.4,172067
B09V28P31X,"Wyze Cam Outdoor Starter Bundle (Base Station and 1 Cam), 1080p HD Indoor/Outdoor Wire-Free Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & Google Assistant, White with Camo Skin",Camera & Photo,66.5,4.3,36899
B07BHXPYPV,"CamKix Carrying Case with Fully Customizable Interior compatible with Gopro Hero 7, 6, 5, Black, Session, Hero 4, Session, Black, Silver and DJI Osmo Action",All Electronics,25.99,4.3,285
B00CE8DXR8,Sony8GB SDHC UHS-1 Class 10 Memory Card (SF8UX/TQN) (OLD MODEL),Computers,,4.4,465
B0C2VZS9YP,"Seagate IronWolf Pro 4TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 128MB Cache for RAID Network Attached Storage, Data Recovery Service – Frustration Free Packaging (ST4000NEZ01)",Computers,122.93,4.7,24107
B07YT9CL3G,Atlantic 52-DVD/BLU Ray Disc Tower - PN 63712035 in Gunmetal,Home Audio & Theater,19.74,4.3,10538
B09D5D6PXR,"WD_BLACK 1TB SN750 NVMe Internal Gaming SSD Solid State Drive with Heatsink - Gen3 PCIe, M.2 2280, 3D NAND, Up to 3,470 MB/s - WDS100T3XHC",Computers,249.0,4.8,20118
B00OGQW02K,Electriduct Cable Shield Cord Cover - CSX-2 PVC Floor Wire Protector - 59 Inch - Cherry Wood - Pack of 2,Tools & Home Improvement,41.5,4.3,1766
B09NZ9F6B2,"Motorola MG7700 Modem WiFi Router Combo with Power Boost | Approved by Comcast Xfinity, Cox and Spectrum | for Cable Plans Up to 800 Mbps | DOCSIS 3.0 + Gigabit Router",Computers,174.98,4.3,13859
B0B7JB2WX7,"Cablecreation RCA Audio Cable 3.5mm Male to 2-Male RCA Cable, Y Splitter Design Stereo Audio RCA Male Cable, 3 Meters, Black",Industrial & Scientific,9.79,4.6,10536
B09PDS45P2,"Thermaltake Floe 240mm, 16.8 Million Color Software Enabled (TT RGB Plus/Alexa/Razer Chroma), AMD (AM5/AM4)/Intel (LGA 2066/1200), AIO CPU Liquid Cooler CL-W157-PL12SW-A,Black",Computers,146.98,4.5,1536
B0BYDXXVW5,"Apple Magic Keyboard with Numeric Keypad: Wireless, Bluetooth, Rechargeable. Works with Mac, iPad, or iPhone; Danish - White",Apple Products,129.0,4.8,14477
B006U1YUZE,Sony BDP-S590 3D Blu-ray Disc Player with Wi-Fi (Black) (2012 Model),All Electronics,179.99,4.5,2022
B0BVW3V6FR,"Wyze Cam v2 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Color Night Vision, 2-Way Audio, Compatible with Alexa & The Google Assistant, White",Camera & Photo,,4.4,8032
B07KXNYX1L,"Syntech USB C to USB Adapter, 2 Pack USB C to USB3 Adapter,USB Type C to USB,Thunderbolt 3 to USB Female Adapter OTG Cable Compatible with iPad Air 2020, MacBook Pro, Air and More Space Gray",All Electronics,9.99,4.7,14063
B07T8BSMXD,Kingston Digital 32GB Data Traveler 3.0 USB Flash Drive - Red (DTIG4/32GB ),Computers,,4.6,28910
B00BMJ7IO4,"Tripp Lite Cat6 Gigabit Molded Patch Cable (RJ45 Left Angle M to RJ45 M) Blue, 5-ft.(N204-005-BL-LA)",All Electronics,,4.8,521
B001TOD7ME,Amazon Basics 4.7 GB 16x DVD-R (100-Pack Spindle),Home Audio & Theater,,4.6,4530
B003GVGX0Q,Microsoft Arc Wireless Keyboard for PC and Xbox 360 - Black,All Electronics,,4.3,571
B07RN5QRFK,"Amazon Basics Snagless RJ45 Cat-6 Ethernet Patch Internet Cable - 3-Foot, Black, 5-Pack",Computers,10.68,4.8,10013
B00GZBW272,ACTIONTEC 500 Mbps Powerline Ethernet Adapter and 4-Port Hub Kit (PWR514K01),Computers,144.0,3.8,291
B01M0MT6BT,"rooCASE 13.3 Laptop Sleeve Case Neoprene Notebook Bag Case for Apple MacBook Pro Air 13.3 Inch, Green",Computers,,4.5,981
B09PHCM272,"Qishare 10 11"" 11.6"" 11.6-inch 12 Inch Black Multi-Functional Business Briefcase/Messenger Case with Handle and Carrying Strap for MacBook Air 11'', Hp Stream 11(Black, 11.6-12'')",Computers,17.99,4.7,12973
B00CD4221G,Garmin nüvi 52LM 5-Inch Portable Vehicle GPS with Lifetime Maps (US) (Discontinued by Manufacturer),Cell Phones & Accessories,179.99,4.3,5914
B000J44346,Zune 30 GB Digital Media Player (Black),Home Audio & Theater,179.95,4.2,1960
B08QQDQQY7,SABRENT USB Type C Aluminum Enclosure for M.2 NVMe SSD in RED (EC-NVME-RED),Computers,,4.1,296
B08YFJYD5Z,"All-new Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Black, without lockscreen ads",Amazon Devices,164.99,4.6,111318
B08TTT6F56,"Zeskit Premium 3.5mm Jack Male to Female AUX Audio Extension Cable, TRRS 4 Poles for Headphones with Mic, Speakers - 12ft",All Electronics,8.99,4.6,4514
B00ODR45J8,PNY Turbo Attaché 64GB USB 3.0 Flash Drive - P-FD64GTBAT2-GE,Computers,,3.8,388
B08YRKRXVY,"TOPESEL 10 Pack 32GB USB 3.0 Flash Drives Memory Stick USB3.0 Thumb Drives 32GB 10PCS, Black",Computers,41.59,4.5,3249
B0023NVTG6,"Hoya 37mm Ultraviolet (UV) Pro1 Digital Multi-Coated (DMC) Glass Filter, Black, YDUVP037",Camera & Photo,29.95,4.6,2134
B0194JXWXO,"100 Feet 12AWG Enhanced Loud Oxygen-Free Copper Speaker Wire Cable, CNE62270",Home Audio & Theater,,4.7,1070
B08HV6K6PB,Ethernet Cable 3 Ft 2 Pack Supports Cat 8 / Cat 7 Standard Black Flat Gigabit High Speed Gigabit Shielded RJ45 LAN Cable,Computers,9.99,4.7,4109
B07YVYRP98,Rosewill 10-Feet Cat 7 Shielded Twisted Pair Networking Cable - Green (RCNC-11036),Computers,,4.7,256
B08JPHJX5S,Cat 6 Ethernet Cable 100 ft (at a Cat5e Price but Higher Bandwidth) Flat Internet Network Cables - Cat6 Ethernet Patch Cable Long - Computer LAN Cable White + Free Cable Clips and Straps,Industrial & Scientific,18.88,4.7,32419
B0B11GNM6K,OpTech USA | Rainsleeve Series | Small | Clear | 2 Pack,Camera & Photo,8.49,4.4,2627
B08MJZLFQP,Thermaltake Smart BM2 550W 80+ Bronze Intel Skylake’s C6/C7 States & ErP Ready 140mm Quiet Fan Japanese Capacitor Semi Modular Power Supply 5 Year Warranty PS-SPD-0550MNFABU-1,Industrial & Scientific,,4.6,1032
B07V2RK8ZB,ZUGU CASE - 2017/2015 iPad Pro 12.9 inch (Old Model) 1st & 2nd Gen Case Prodigy X - Very Protective But Thin + Convenient Magnetic Stand + Sleep/Wake Cover for Men & Women (Black),Cell Phones & Accessories,59.95,4.8,7789
B0B3SS4533,"BENFEI DisplayPort to HDMI, 4K@30Hz Gold-Plated DP Display Port to HDMI Adapter (Male to Female) Compatible for Lenovo Dell HP and Other Brand",All Electronics,7.99,4.5,6245
B01JRI2Y6S,Synology NAS DiskStation DS916+ (8GB) (Diskless),Computers,,4.5,309
B09MTSLT2T,Snap-N-Store DVD Storage Box - Pack of 2 - Durable 6 x 8.2 x 16.5 Inch Movie Disc Holders with Lids to Store up to 52 DVD Cases - Ultimate Gray,Office Products,50.91,4.4,12823
B014R4IFO2,"BUBM Double Layer Electronic Accessories Organizer, Travel Gadget Bag for Cables, USB Flash Drive, Plug and More, Perfect Size Fits for iPad Mini (Medium, Black)",Office Products,24.99,4.6,2999
B07RH9G7Y7,"iMBAPrice 25' Cat5e Network Ethernet Patch Cable, 10 Pack, Black (IMBA-CAT5-25BK-10PK)",Computers,26.99,4.6,2846
B08W5G45PR,"PowerBear 4K HDMI Cable 0.5 ft | High Speed, Braided Nylon & Gold Connectors, 4K @ 60Hz, Ultra HD, 2K, 1080P, ARC & CL3 Rated | for Laptop, Monitor, PS5, PS4, Xbox One, Fire TV, Apple TV & More",All Electronics,7.99,4.7,22861
B01ITOEQT4,"ProCase iPad Pro 12.9 2017/2015 Case (Old Model) - Stand Folio Case Cover for Apple iPad Pro 12.9 Inch (Both 2017 and 2015 Models), with Multiple Viewing Angles, Apple Pencil Holder -Red",All Electronics,28.99,4.6,16154
